0,0,0.1,0,0.072
2.5,0.066194123333458,0.0163366315929405,0.0174851763182198,0.00183325624689846
5,0.0562251798603512,0.00273099700877044,0.0410572527341277,-0.00646745913273796
7.5,0.0404557858162814,0.000442420023004236,0.059115969505401,-0.00574982545587915
10,0.0280909371418907,7.72819465904573e-05,0.0718456074458402,-0.00415799756973847
12.5,0.0193613302666983,9.9887528671877e-06,0.0806427450765237,-0.00289700763794037
15,0.0133098131489202,4.30569155648874e-06,0.0866997166340054,-0.00199337187441736
17.5,0.00915543723739037,-2.88837224167449e-06,0.0908615973417521,-0.00137539521362256
20,0.00628073009176617,6.69710142549296e-06,0.0937261044009471,-0.000937287600738571
22.5,0.00435221374962209,-2.16484189943245e-05,0.0956848719677002,-0.000668418924119227
25,0.00278462246170185,0.000137125881146338,0.0970824896757002,-0.000318962734829915
27.5,0.00200460970678739,2.24017435046493e-05,0.0979772483975361,-0.000284562200694761
30,0.00139246138714528,3.7449039976061e-06,0.0986080501288473,-0.000206172877193515
32.5,0.000959509601345731,6.06671916043774e-07,0.0990441411686683,-0.000143489636422308
35,0.000659853004718648,1.05973789740358e-07,0.0993442979853891,-9.89016495791842e-05
37.5,0.000453584936729539,1.36970420389852e-08,0.0995506586556786,-6.80278786391628e-05
40,0.000311748155942448,5.90449541928821e-09,0.0996925029157791,-4.67579721546654e-05
42.5,0.000214271776195024,-3.96104496140528e-09,0.0997899895869118,-3.21436183816259e-05
45,0.000147250664570392,9.18433723249624e-09,0.0998569967109333,-2.20809869627515e-05
47.5,0.000101252473870977,-2.96887665971379e-08,0.0999030363858733,-1.52092469925965e-05
50,6.93067564149995e-05,1.88057134771664e-07,0.0999347490117484,-1.02606123252143e-05
