t,Ip,Ii,gt
155.0,43.291813,104.19132,-0.044273376
156.0,43.477203,104.18704,-0.021883845
157.0,43.662434,104.14815,-0.0020331144
158.0,43.8563,104.16623,0.014649034
159.0,44.044445,104.18095,0.027795672
160.0,44.243355,104.21292,0.037353635
161.0,44.43506,104.25276,0.04366076
162.0,44.62846,104.30495,0.047487855
163.0,44.82811,104.35475,0.050035477
164.0,45.029808,104.39377,0.05282259
165.0,45.224365,104.46285,0.057442546
166.0,45.426487,104.526665,0.065244555
167.0,45.62645,104.5782,0.07701361
168.0,45.823906,104.676865,0.092760205
169.0,46.023895,104.787735,0.11169708
170.0,46.221653,104.88983,0.13238418
171.0,46.420845,105.04367,0.15298569
172.0,46.617016,105.18762,0.17156541
173.0,46.817455,105.37556,0.18634105
174.0,47.010757,105.55614,0.19594681
175.0,47.20641,105.753525,0.19962955
176.0,47.401726,105.96588,0.19744325
177.0,47.593773,106.16489,0.19036114
178.0,47.778618,106.3418,0.18029463
179.0,47.967377,106.51421,0.16991675
180.0,48.153393,106.676636,0.16227329
181.0,48.339752,106.84998,0.16014612
182.0,48.521347,107.018295,0.16534436
183.0,48.69921,107.18155,0.17815232
184.0,48.878487,107.387985,0.19724381
185.0,49.04638,107.576996,0.22013664
186.0,49.216156,107.80973,0.24393988
187.0,49.38552,108.07626,0.26605904
188.0,49.550148,108.37091,0.284531
189.0,49.71054,108.655624,0.29803967
190.0,49.865208,108.93842,0.3057524
191.0,50.018864,109.24873,0.30723512
192.0,50.16901,109.55746,0.30250204
193.0,50.315285,109.86034,0.29222178
194.0,50.454575,110.14871,0.27787077
195.0,50.590256,110.40801,0.261711
196.0,50.723595,110.66485,0.24643743
197.0,50.85443,110.89728,0.23458934
198.0,50.981018,111.14746,0.22789729
199.0,51.0995,111.35573,0.22689259
200.0,51.212368,111.57503,0.23087525
201.0,51.327904,111.824814,0.23826396
202.0,51.433563,112.06375,0.24714637
203.0,51.53492,112.302704,0.2558583
204.0,51.63321,112.558495,0.26335227
205.0,51.72335,112.824196,0.26925278
206.0,51.814075,113.1225,0.27364945
207.0,51.895084,113.378006,0.27680552
208.0,51.97221,113.65222,0.278942
209.0,52.046227,113.94336,0.28013122
210.0,52.111855,114.20195,0.28032112
211.0,52.176086,114.45932,0.2793814
212.0,52.234703,114.76471,0.27716136
213.0,52.290634,115.02903,0.27352417
214.0,52.339523,115.3019,0.26837826
215.0,52.380463,115.55492,0.2616794
216.0,52.423786,115.81615,0.2534424
217.0,52.45601,116.06865,0.24375486
218.0,52.484287,116.29203,0.2328018
219.0,52.507877,116.518936,0.22087717
220.0,52.527786,116.73241,0.2084167
221.0,52.54413,116.9294,0.19598341
222.0,52.554497,117.12288,0.18423045
223.0,52.56163,117.30059,0.17381692
224.0,52.562733,117.4659,0.16528165
225.0,52.56051,117.62398,0.15890527
226.0,52.553284,117.76422,0.1545949
227.0,52.542046,117.92662,0.15188503
228.0,52.52873,118.08316,0.15004456
229.0,52.507797,118.21678,0.14828992
230.0,52.485878,118.36486,0.14602423
231.0,52.457462,118.49443,0.1430242
232.0,52.430702,118.64761,0.13949394
233.0,52.399567,118.79921,0.13601184
234.0,52.358906,118.9133,0.1333735
235.0,52.316994,119.05063,0.13238454
236.0,52.275227,119.183716,0.13358521
237.0,52.232784,119.339645,0.13692796
238.0,52.18074,119.46152,0.1415484
239.0,52.12703,119.60255,0.14582026
240.0,52.072845,119.755875,0.14775991
241.0,52.017548,119.90567,0.14561665
242.0,51.955406,120.03949,0.13829863
243.0,51.893814,120.174225,0.12536693
244.0,51.83001,120.29761,0.10672307
245.0,51.76509,120.379425,0.08242923
246.0,51.696808,120.45999,0.053103745
247.0,51.62861,120.48389,0.020711958
248.0,51.55833,120.50293,-0.011087
249.0,51.48494,120.47313,-0.037648976
250.0,51.41106,120.41866,-0.054817617
251.0,51.33367,120.34073,-0.060343027
252.0,51.25902,120.29391,-0.05456412
253.0,51.18352,120.235565,-0.04013443
254.0,51.110043,120.24168,-0.021025896
255.0,51.02717,120.20668,-0.0013312101
256.0,50.950867,120.23023,0.015704274
257.0,50.872448,120.25932,0.02811253
258.0,50.793,120.280396,0.035173774
259.0,50.71489,120.33524,0.037093163
260.0,50.63687,120.36954,0.0346148
261.0,50.556824,120.39046,0.028690457
262.0,50.478245,120.42099,0.02028042
263.0,50.397644,120.42224,0.010237396
264.0,50.32405,120.44398,-0.0007531047
265.0,50.24336,120.42641,-0.012154639
266.0,50.16712,120.412125,-0.023575723
267.0,50.092625,120.390175,-0.034749925
268.0,50.012905,120.33206,-0.045503616
269.0,49.943455,120.30536,-0.055735707
270.0,49.86799,120.23732,-0.06538558
271.0,49.79507,120.16631,-0.07442629
272.0,49.72402,120.08571,-0.08283377
273.0,49.656425,120.01852,-0.09058416
274.0,49.5867,119.91918,-0.09764302
275.0,49.520874,119.82834,-0.10396004
276.0,49.453323,119.713806,-0.10945666
277.0,49.390507,119.61656,-0.11404216
278.0,49.32632,119.487816,-0.11760962
279.0,49.26249,119.367035,-0.12003416
280.0,49.202324,119.237144,-0.12119943
281.0,49.148045,119.14157,-0.120988905
282.0,49.090553,119.01146,-0.11930865
283.0,49.03739,118.8878,-0.11609441
284.0,48.983456,118.77818,-0.11132914
285.0,48.935745,118.67688,-0.1050539
286.0,48.88581,118.57172,-0.09737766
287.0,48.839325,118.4783,-0.088490844
288.0,48.7881,118.39227,-0.07867563
289.0,48.74552,118.308075,-0.06830549
290.0,48.707504,118.24759,-0.057855725
291.0,48.664806,118.18445,-0.04790151
292.0,48.626762,118.14334,-0.039116144
293.0,48.588715,118.10211,-0.032305956
294.0,48.556522,118.079605,-0.028391361
295.0,48.525623,118.04276,-0.028424382
296.0,48.49077,118.01764,-0.03343433
297.0,48.448105,117.971466,-0.043889582
298.0,48.440613,117.93768,-0.058315456
299.0,48.523094,117.860466,-0.07057148
300.0,48.38681,117.70381,-0.06641048
301.0,49.077805,117.70763,-0.023178518
302.0,51.102753,117.80994,0.08135986
303.0,54.414192,117.92372,0.25575054
304.0,58.90539,118.34561,0.49477446
305.0,64.63826,118.98041,0.7932476
306.0,71.54649,120.004135,1.1552093
307.0,79.67948,121.38653,1.5935057
308.0,89.01004,123.26444,2.1271226
309.0,99.56973,125.74097,2.778532
310.0,111.337006,128.89404,3.5675883
311.0,124.19069,132.95663,4.4990516
312.0,138.37083,137.9473,5.543659
313.0,153.41248,144.06967,6.619495
314.0,169.6239,151.11914,7.600917
315.0,186.70653,159.22774,8.409484
316.0,204.07465,167.92021,9.095588
317.0,222.12846,177.3898,9.759733
318.0,240.176,187.50943,10.482933
319.0,258.24893,198.44263,11.313122
320.0,275.92093,210.18524,12.2245035
321.0,292.91907,222.85663,13.126265
322.0,308.98898,236.5212,13.930333
323.0,323.76425,250.78767,14.585388
324.0,337.00116,265.66666,15.069378
325.0,348.39008,280.85544,15.376151
326.0,357.67523,296.34613,15.508554
327.0,364.6033,311.81174,15.474697
328.0,369.00092,327.21753,15.284717
329.0,370.67944,342.31674,14.947592
330.0,369.59543,357.02917,14.46946
331.0,365.81723,371.20462,13.854554
332.0,359.52673,384.7031,13.107938
333.0,350.95813,397.3835,12.237601
334.0,340.3633,409.15222,11.254823
335.0,328.22415,419.88092,10.173192
336.0,314.84802,429.45984,9.007833
337.0,300.62396,437.87845,7.777018
338.0,285.9229,445.01233,6.508479
339.0,270.95514,450.89664,5.2489343
340.0,256.02228,455.49695,4.061656
341.0,241.34532,459.0175,2.9944048
342.0,227.12181,461.58002,2.0457652
343.0,213.45691,463.17432,1.1807233
344.0,200.5202,463.96957,0.37097907
345.0,188.24164,463.9406,-0.39293933
346.0,176.7502,463.2195,-1.1117113
347.0,166.01193,461.72925,-1.7832355
348.0,156.05078,459.6352,-2.402999
349.0,146.82433,456.95654,-2.9662468
350.0,138.32103,453.7358,-3.471219
351.0,130.46504,450.04044,-3.9199762
352.0,123.32718,445.9389,-4.317055
353.0,116.73126,441.48297,-4.666663
354.0,110.734024,436.6469,-4.970695
355.0,105.20426,431.48965,-5.229502
356.0,100.16667,426.19815,-5.443738
357.0,95.54768,420.71252,-5.614812
358.0,91.30133,414.9651,-5.744121
359.0,87.4191,409.22192,-5.8331003
360.0,83.8737,403.40414,-5.8847823
361.0,80.60541,397.4168,-5.9053555
362.0,77.59598,391.57013,-5.90378
363.0,74.81302,385.57574,-5.8894134
364.0,72.27696,379.7489,-5.8693714
365.0,69.92641,373.88492,-5.847235
366.0,67.7363,368.04437,-5.8234267
