t,Ip,Ii,ft
338.0,285.67087,444.51645,-58.573483
339.0,270.71588,450.59488,-55.07844
340.0,255.71312,455.54486,-51.691696
341.0,240.80486,459.33212,-48.257336
342.0,226.44463,462.02106,-44.687332
343.0,212.86755,463.63165,-41.140507
344.0,200.27362,464.29022,-37.953552
345.0,188.35435,464.053,-35.27608
346.0,176.93762,463.15625,-32.906647
347.0,166.05963,461.49796,-30.612215
348.0,155.83643,459.2381,-28.323006
349.0,146.46194,456.4071,-26.092247
350.0,137.94872,452.9516,-24.017532
351.0,130.27222,448.97415,-22.17675
352.0,123.23386,444.7252,-20.587261
353.0,116.7668,440.12012,-19.202541
354.0,110.75235,435.27713,-17.952618
355.0,105.2024,430.36322,-16.789963
356.0,100.11693,425.2857,-15.700769
357.0,95.46692,420.06497,-14.691104
358.0,91.22151,414.67044,-13.771166
359.0,87.36776,409.1183,-12.946447
360.0,83.85534,403.50385,-12.214482
361.0,80.6158,397.80536,-11.565271
362.0,77.61223,391.9698,-10.98439
363.0,74.83298,386.0525,-10.457563
364.0,72.275925,380.1295,-9.974352
365.0,69.914154,374.1754,-9.529348
366.0,67.7253,368.1351,-9.121053
367.0,65.70642,362.24118,-8.74938
368.0,63.832283,356.36353,-8.413471
369.0,62.08181,350.47452,-8.11067
370.0,60.457886,344.7269,-7.836851
371.0,58.92585,339.0564,-7.5874844
372.0,57.496918,333.45914,-7.3586493
373.0,56.16597,328.08237,-7.1476526
374.0,54.91044,322.61877,-6.9530196
375.0,53.732727,317.30222,-6.774132
376.0,52.635532,312.117,-6.610726
377.0,51.596016,306.9302,-6.462366
378.0,50.612923,301.79745,-6.3280945
379.0,49.68329,296.65137,-6.206361
380.0,48.799244,291.626,-6.095152
381.0,47.971127,286.64203,-5.9924407
382.0,47.18389,281.70898,-5.8966684
383.0,46.43129,276.90265,-5.807045
384.0,45.727097,272.1551,-5.7236085
385.0,45.047974,267.47385,-5.6468887
386.0,44.40909,262.99567,-5.5774245
387.0,43.801384,258.59906,-5.5153527
388.0,43.222393,254.2669,-5.46013
389.0,42.67391,250.0696,-5.4106083
390.0,42.14774,246.01573,-5.365491
391.0,41.6488,242.00468,-5.323806
392.0,41.176468,238.05267,-5.2852826
393.0,40.719242,234.1789,-5.250244
394.0,40.29607,230.41553,-5.219227
395.0,39.89374,226.68262,-5.192676
396.0,39.51475,222.92856,-5.170751
397.0,39.159145,219.35423,-5.1534314
398.0,38.825462,215.74513,-5.140634
399.0,38.516907,212.29526,-5.132357
400.0,38.23929,208.85986,-5.1287684
401.0,37.987083,205.48975,-5.130272
402.0,37.768272,202.20222,-5.137508
403.0,37.58621,199.07414,-5.151348
404.0,37.44727,195.98807,-5.172851
405.0,37.349743,192.99591,-5.2031426
406.0,37.297184,190.09372,-5.2433963
407.0,37.29614,187.28488,-5.2946973
408.0,37.347347,184.52911,-5.35803
409.0,37.46239,181.92609,-5.434268
410.0,37.64021,179.34793,-5.5242314
411.0,37.89276,176.91672,-5.628699
412.0,38.218082,174.53778,-5.7484336
413.0,38.62221,172.23248,-5.8841605
414.0,39.102932,170.03812,-6.036478
415.0,39.65665,167.90005,-6.205866
416.0,40.296165,165.88556,-6.392629
417.0,41.01666,163.93651,-6.597002
418.0,41.827896,162.08206,-6.819105
419.0,42.722095,160.32639,-7.059078
420.0,43.700497,158.65024,-7.3169746
421.0,44.767075,157.08777,-7.592803
422.0,45.911827,155.64626,-7.88644
423.0,47.143486,154.36063,-8.197671
424.0,48.464615,153.14124,-8.526157
425.0,49.86086,152.08661,-8.871642
426.0,51.342155,151.12852,-9.233857
427.0,52.90641,150.31766,-9.612706
428.0,54.54594,149.67967,-10.007997
429.0,56.267944,149.15869,-10.419464
430.0,58.058823,148.75333,-10.846445
431.0,59.92086,148.52545,-11.2880335
432.0,61.855064,148.44691,-11.743013
433.0,63.86178,148.51666,-12.210244
434.0,65.91849,148.67175,-12.688712
435.0,68.04089,148.97574,-13.177801
436.0,70.21378,149.4217,-13.6770315
437.0,72.43917,150.03069,-14.185847
438.0,74.704926,150.69717,-14.7033825
439.0,77.00127,151.51688,-15.227985
440.0,79.33174,152.42572,-15.757397
441.0,81.682175,153.50269,-16.288696
442.0,84.04601,154.64725,-16.818943
443.0,86.42117,155.93245,-17.345535
444.0,88.80227,157.32875,-17.866985
445.0,91.17225,158.83652,-18.383053
446.0,93.50969,160.47662,-18.894638
447.0,95.80885,162.24617,-19.402462
448.0,98.06613,164.09769,-19.90523
449.0,100.293365,166.0899,-20.39795
450.0,102.45891,168.15875,-20.872765
