t,Ip,Ii,ft
264.0,50.310417,120.27048,-9.561583
265.0,50.2336,120.14566,-9.544692
266.0,50.154716,120.01086,-9.527549
267.0,50.08094,119.92975,-9.510239
268.0,50.008636,119.84677,-9.492888
269.0,49.931458,119.73894,-9.475678
270.0,49.85978,119.694374,-9.458777
271.0,49.786484,119.632515,-9.442346
272.0,49.71701,119.59866,-9.4265
273.0,49.64427,119.55036,-9.411319
274.0,49.57684,119.51399,-9.396799
275.0,49.506126,119.47751,-9.382922
276.0,49.444054,119.47836,-9.369575
277.0,49.381325,119.47771,-9.35665
278.0,49.31753,119.45471,-9.344006
279.0,49.25996,119.44173,-9.331508
280.0,49.199318,119.44837,-9.31905
281.0,49.139,119.42056,-9.306612
282.0,49.08267,119.38812,-9.294233
283.0,49.02587,119.34946,-9.282069
284.0,48.97249,119.269394,-9.270365
285.0,48.920143,119.18971,-9.259408
286.0,48.874252,119.11547,-9.249443
287.0,48.825775,119.04119,-9.240566
288.0,48.77655,118.91174,-9.232592
289.0,48.732826,118.78653,-9.225007
290.0,48.69342,118.668655,-9.217106
291.0,48.650883,118.51413,-9.208397
292.0,48.61429,118.35419,-9.199098
293.0,48.576225,118.17192,-9.190485
294.0,48.546417,117.98201,-9.184469
295.0,48.509922,117.75476,-9.18205
296.0,48.478127,117.504166,-9.181073
297.0,48.45311,117.26125,-9.175135
298.0,48.4197,117.01099,-9.15825
299.0,48.40072,116.767624,-9.140174
300.0,48.377857,116.61051,-9.167833
301.0,49.05394,116.51196,-9.33333
302.0,51.086433,116.59368,-9.7492285
303.0,54.366272,116.86599,-10.494741
304.0,58.88581,117.50059,-11.574061
305.0,64.59442,118.51674,-12.931318
306.0,71.500946,119.99644,-14.518389
307.0,79.621445,121.95207,-16.358799
308.0,88.957794,124.37363,-18.503822
309.0,99.51105,127.280685,-20.927505
310.0,111.2737,130.70697,-23.593697
311.0,124.21608,134.69601,-26.538563
312.0,138.29553,139.50458,-29.755613
313.0,153.44324,145.12311,-33.18214
314.0,169.54839,151.60934,-36.79668
315.0,186.46841,159.04495,-40.59515
316.0,203.98929,167.37512,-44.536522
317.0,221.97894,176.70113,-48.555733
318.0,240.09647,186.8945,-52.59362
319.0,258.16202,198.03802,-56.597515
320.0,275.836,210.02748,-60.507957
321.0,292.8523,222.888,-64.2544
322.0,308.89832,236.50375,-67.76113
323.0,323.6937,250.77264,-70.955215
324.0,336.9447,265.6104,-73.770454
325.0,348.34344,280.81186,-76.147606
326.0,357.64392,296.249,-78.0322
327.0,364.5797,311.76462,-79.372345
328.0,368.99402,327.17218,-80.120445
329.0,370.62543,342.31552,-80.24142
330.0,369.62543,357.0658,-79.72319
331.0,365.81857,371.26483,-78.582695
332.0,359.4903,384.74887,-76.86365
333.0,350.915,397.4909,-74.62965
334.0,340.37607,409.1692,-71.957344
335.0,328.19882,419.7881,-68.931335
336.0,314.81757,429.23462,-65.63976
337.0,300.63925,437.54385,-62.16938
338.0,285.86548,444.6577,-58.600067
339.0,270.92084,450.57703,-55.001774
340.0,256.00458,455.40005,-51.433907
341.0,241.31593,459.03882,-47.945496
