t,Ip,Ii,gt
564.0,53.80451,114.26782,0.33353567
565.0,54.69356,114.637184,0.38777816
566.0,55.587868,115.044785,0.44230807
567.0,56.485924,115.50087,0.49516308
568.0,57.380795,116.02153,0.54491353
569.0,58.282913,116.593124,0.59090877
570.0,59.17228,117.17729,0.63330764
571.0,60.069633,117.85266,0.6729414
572.0,60.949406,118.51729,0.7109963
573.0,61.836357,119.26592,0.74862415
574.0,62.709675,120.03951,0.7865621
575.0,63.56835,120.83317,0.8248944
576.0,64.41079,121.65911,0.86301124
577.0,65.25032,122.55666,0.8998015
578.0,66.071465,123.46836,0.93397033
579.0,66.87102,124.40744,0.964422
580.0,67.655,125.38195,0.99050796
581.0,68.41881,126.392624,1.0121624
582.0,69.154854,127.39508,1.0298269
583.0,69.87054,128.4289,1.0442762
584.0,70.55887,129.47797,1.0563813
585.0,71.22504,130.55057,1.0669116
586.0,71.859314,131.63593,1.0763959
587.0,72.45221,132.68895,1.0850818
588.0,73.024574,133.78725,1.0929434
589.0,73.558136,134.8764,1.0997505
590.0,74.058945,135.97577,1.1051333
591.0,74.52398,137.08893,1.1086556
592.0,74.94096,138.19247,1.1098707
593.0,75.32776,139.31143,1.1083603
594.0,75.67444,140.41403,1.1037543
595.0,75.97874,141.52945,1.0957551
596.0,76.23456,142.61887,1.0841376
597.0,76.444786,143.67822,1.0687543
598.0,76.6198,144.74509,1.0495408
599.0,76.74759,145.79419,1.026513
600.0,76.817444,146.78796,0.9997673
601.0,76.855774,147.7882,0.96948326
602.0,76.836716,148.73593,0.9359212
603.0,76.776794,149.6532,0.8994237
604.0,76.668625,150.54092,0.8604011
605.0,76.511734,151.38248,0.8193441
606.0,76.31369,152.1786,0.776786
607.0,76.069244,152.95041,0.7333091
608.0,75.777954,153.66028,0.6894979
609.0,75.442276,154.31226,0.6459203
610.0,75.06177,154.93932,0.6030601
611.0,74.64099,155.5138,0.5612805
612.0,74.18435,156.04916,0.5207497
613.0,73.68059,156.53708,0.48138738
614.0,73.15088,157.01881,0.44282126
615.0,72.57913,157.43857,0.40437615
616.0,71.97589,157.82135,0.36508954
617.0,71.33684,158.16522,0.32378447
618.0,70.674164,158.44592,0.2791884
619.0,69.983444,158.70361,0.23006034
620.0,69.27295,158.92685,0.17536068
621.0,68.53505,159.06499,0.11447805
622.0,67.78816,159.15833,0.047539294
623.0,67.00827,159.14517,-0.024027646
624.0,66.22516,159.09738,-0.09707397
625.0,65.42786,158.9507,-0.16688257
626.0,64.62889,158.76913,-0.22845936
627.0,63.814392,158.49872,-0.27849567
628.0,63.004395,158.22836,-0.31655478
629.0,62.18369,157.88058,-0.3445884
630.0,61.371418,157.50772,-0.365474
631.0,60.561253,157.12051,-0.38240707
632.0,59.76278,156.74559,-0.39870787
633.0,58.969303,156.35663,-0.4176525
634.0,58.17472,155.9059,-0.44170678
635.0,57.412727,155.47815,-0.4716636
636.0,56.647263,154.9739,-0.5065354
637.0,55.89753,154.4613,-0.5445901
638.0,55.176292,153.8851,-0.58506674
639.0,54.460964,153.29294,-0.6294326
640.0,53.760403,152.62488,-0.68186766
641.0,53.084553,151.92036,-0.7485488
642.0,52.43427,151.0983,-0.8351912
643.0,51.80373,150.21631,-0.9424845
644.0,51.196594,149.24165,-1.0605915
645.0,50.611973,148.11044,-1.166632
646.0,50.050236,146.891,-1.2293658
647.0,49.50596,145.65463,-1.2208083
648.0,48.995533,144.48581,-1.1292334
649.0,48.512566,143.41089,-0.9665054
650.0,48.040867,142.56927,-0.76490545
651.0,48.015465,141.89319,-0.5638393
652.0,48.76471,141.43231,-0.39254344
653.0,50.16871,141.0882,-0.25917274
654.0,52.187584,140.93799,-0.15207684
655.0,54.741302,140.81982,-0.05025083
656.0,57.814396,140.83832,0.06621379
657.0,61.340187,140.98964,0.21121615
658.0,65.299934,141.32274,0.39288217
659.0,69.736946,141.84544,0.6153433
660.0,74.53519,142.59314,0.879936
661.0,79.79614,143.60944,1.1850337
662.0,85.41179,144.95195,1.525641
663.0,91.42336,146.6945,1.8936464
664.0,97.76349,148.75497,2.2798517
665.0,104.44971,151.22382,2.6765132
666.0,111.481384,154.12381,3.0790725
667.0,118.7571,157.41641,3.4853618
668.0,126.26351,161.08833,3.8936172
669.0,133.95964,165.18152,4.3009872
670.0,141.81276,169.7195,4.7031946
671.0,149.7039,174.58047,5.0954065
672.0,157.61073,179.8535,5.4728093
673.0,165.43886,185.51007,5.831072
674.0,173.11107,191.49324,6.1661196
675.0,180.54459,197.8268,6.4741354
676.0,187.62952,204.4522,6.7509427
677.0,194.29514,211.29398,6.9920936
678.0,200.43855,218.38783,7.192788
679.0,205.94469,225.65071,7.348163
680.0,210.73903,233.04886,7.453659
681.0,214.72018,240.5152,7.5055513
682.0,217.82915,247.99709,7.501081
683.0,219.99762,255.49095,7.4380283
684.0,221.13437,262.86096,7.313713
