t,Ip,Ii,gt
295.0,48.526627,117.60898,-0.22207904
296.0,48.511154,117.3854,-0.24555796
297.0,48.501873,117.116776,-0.26974136
298.0,48.511944,116.85097,-0.28665537
299.0,48.55111,116.559235,-0.28325158
300.0,48.38903,116.38492,-0.2417
301.0,48.909096,116.13728,-0.14134985
302.0,50.96003,116.12663,0.037321746
303.0,54.25343,116.30887,0.30707872
304.0,58.81315,116.81343,0.66842914
305.0,64.6192,117.71333,1.1079984
306.0,71.575775,119.1022,1.6047336
307.0,79.79699,121.01892,2.1459928
308.0,89.20228,123.45923,2.744669
309.0,99.80613,126.54387,3.4198565
310.0,111.3074,130.32553,4.1442537
311.0,123.919235,134.82825,4.855611
312.0,137.71306,139.96217,5.52135
313.0,152.73332,145.81662,6.1778374
314.0,169.5924,152.35036,6.8998084
315.0,186.52083,159.55264,7.7019234
316.0,204.43587,168.14499,8.5959835
317.0,222.87193,176.72736,9.612227
318.0,240.75641,186.89151,10.649572
319.0,258.68408,198.05594,11.607924
320.0,275.87277,210.09508,12.469638
321.0,292.94247,222.94225,13.241861
322.0,308.59357,236.4235,13.926065
323.0,323.51813,250.63438,14.514697
324.0,336.81223,265.41055,14.993659
325.0,348.3316,280.5701,15.344831
326.0,357.82217,296.0185,15.548577
327.0,364.92795,311.61124,15.586741
328.0,369.29404,327.10434,15.446499
329.0,370.8893,342.43475,15.122963
330.0,369.56277,357.36295,14.618213
331.0,365.5194,371.63904,13.9401245
332.0,358.9756,385.1537,13.106253
333.0,350.41235,397.8129,12.146117
334.0,340.03055,409.43567,11.094489
335.0,328.1835,420.02643,9.983481
336.0,315.10123,429.43658,8.8397455
337.0,301.08545,437.72324,7.686606
338.0,286.388,444.83713,6.546459
339.0,271.35446,450.8113,5.431872
340.0,255.98668,455.68652,4.332283
341.0,240.71898,459.44757,3.2271142
342.0,226.17511,462.104,2.1100307
343.0,212.32642,463.6615,1.0039508
344.0,199.85635,464.08047,-0.009434223
345.0,188.24019,463.62244,-0.7981385
346.0,177.27814,462.57812,-1.365572
347.0,166.54239,460.94034,-1.858716
348.0,156.40164,458.82288,-2.3571613
349.0,146.93843,456.19592,-2.8620093
350.0,138.3548,453.06375,-3.351571
351.0,130.4676,449.4733,-3.8062325
352.0,123.26411,445.37634,-4.2166567
353.0,116.70912,440.98407,-4.5823026
354.0,110.693085,436.2274,-4.9032607
355.0,105.23295,431.274,-5.17402
356.0,100.17717,425.9375,-5.387148
357.0,95.585365,420.44366,-5.5431547
358.0,91.35321,414.84482,-5.653485
359.0,87.46002,409.12994,-5.733081
360.0,83.882126,403.3719,-5.7926064
361.0,80.60538,397.5197,-5.836767
362.0,77.62172,391.73145,-5.86644
363.0,74.863144,385.8324,-5.881109
364.0,72.304306,379.91837,-5.8804526
365.0,69.92093,373.98932,-5.8651996
366.0,67.71302,368.19202,-5.8374467
367.0,65.667496,362.37427,-5.8005095
368.0,63.78907,356.5713,-5.7581277
369.0,62.05986,350.79407,-5.7130427
370.0,60.452415,345.05344,-5.6658573
371.0,58.939354,339.48056,-5.6153674
372.0,57.52111,333.86234,-5.5602074
373.0,56.186565,328.3352,-5.5003037
374.0,54.93609,322.89807,-5.4369793
375.0,53.747192,317.47943,-5.37202
376.0,52.625626,312.109,-5.306565
377.0,51.571457,306.79974,-5.2405906
378.0,50.584152,301.60577,-5.1730137
379.0,49.668987,296.46973,-5.1021113
380.0,48.802284,291.40036,-5.026065
381.0,47.977123,286.3888,-4.943407
382.0,47.190243,281.5108,-4.85343
383.0,46.439434,276.7228,-4.7564936
384.0,45.723988,271.95636,-4.6540537
385.0,45.05104,267.39865,-4.548462
386.0,44.406345,262.8392,-4.442545
387.0,43.80529,258.47916,-4.3390074
388.0,43.22291,254.22563,-4.240029
389.0,42.67215,249.9909,-4.1469984
390.0,42.143795,245.88477,-4.0604053
391.0,41.646847,241.92915,-3.9800184
392.0,41.173798,237.97324,-3.9050155
393.0,40.7223,234.08069,-3.8342433
394.0,40.29646,230.26004,-3.7664466
395.0,39.89212,226.58502,-3.7003548
396.0,39.515003,222.8805,-3.6348524
397.0,39.15644,219.31113,-3.5689569
398.0,38.823402,215.7586,-3.5018883
399.0,38.516518,212.30939,-3.4330313
400.0,38.236988,208.91061,-3.3619478
401.0,37.98824,205.62067,-3.2883506
402.0,37.772896,202.3654,-3.2120943
403.0,37.59122,199.17816,-3.1331818
404.0,37.448196,196.08432,-3.0517175
405.0,37.346767,193.07405,-2.9679556
406.0,37.292828,190.19229,-2.882197
407.0,37.291344,187.32709,-2.7948432
408.0,37.34529,184.61673,-2.706298
409.0,37.463345,181.94308,-2.6169705
410.0,37.64751,179.37991,-2.5272021
411.0,37.90069,176.86261,-2.4372392
412.0,38.222225,174.50064,-2.347203
413.0,38.62075,172.18561,-2.2570372
414.0,39.09985,169.95792,-2.1665218
415.0,39.660023,167.86243,-2.0752435
416.0,40.301487,165.80461,-1.9826448
417.0,41.026634,163.86069,-1.8879979
418.0,41.833103,162.01317,-1.7905061
419.0,42.726215,160.27347,-1.6893072
420.0,43.702827,158.6398,-1.5835874
421.0,44.764366,157.10406,-1.472606
422.0,45.908104,155.68776,-1.3558208
423.0,47.14623,154.38885,-1.2329502
424.0,48.458725,153.2197,-1.1041561
425.0,49.864174,152.17166,-0.97015786
426.0,51.34637,151.27007,-0.83238614
