Epoch,kb,kg
0.0,0.5001000165939331,0.4999000132083893
1000.0,0.5049180388450623,0.4872783124446869
2000.0,0.5043627619743347,0.4869423508644104
3000.0,0.5006323456764221,0.4867023527622223
4000.0,0.4977855086326599,0.4864727556705475
5000.0,0.4962690770626068,0.4861952066421509
6000.0,0.49506258964538574,0.4858582615852356
7000.0,0.49203428626060486,0.4855095446109772
8000.0,0.48227256536483765,0.48530659079551697
9000.0,0.462544322013855,0.4854421615600586
10000.0,0.42853859066963196,0.4858982563018799
11000.0,0.3756105601787567,0.4866968095302582
12000.0,0.3065713346004486,0.4880390763282776
13000.0,0.235370472073555,0.49021485447883606
14000.0,0.1798289716243744,0.49355000257492065
15000.0,0.1514655500650406,0.49856922030448914
16000.0,0.14467214047908783,0.5062146782875061
17000.0,0.1445523500442505,0.5177997350692749
18000.0,0.14522400498390198,0.5347105264663696
19000.0,0.146104097366333,0.5578563213348389
20000.0,0.14699608087539673,0.5868772864341736
21000.0,0.1479463279247284,0.619751513004303
22000.0,0.14874745905399323,0.6528527736663818
23000.0,0.14933711290359497,0.681809663772583
24000.0,0.14970268309116364,0.7027066349983215
25000.0,0.14990025758743286,0.7141769528388977
26000.0,0.14988112449645996,0.7174863815307617
27000.0,0.14997032284736633,0.7185777425765991
28000.0,0.14985428750514984,0.7181820273399353
29000.0,0.14982666075229645,0.7175445556640625
30000.0,0.14995446801185608,0.7185071110725403
31000.0,0.14997123181819916,0.71898353099823
32000.0,0.14996467530727386,0.7186126708984375
33000.0,0.1499721258878708,0.719054102897644
34000.0,0.14996904134750366,0.7190351486206055
35000.0,0.14996540546417236,0.7188318371772766
36000.0,0.14996673166751862,0.719019889831543
37000.0,0.1499546617269516,0.718147337436676
38000.0,0.14993081986904144,0.7182576060295105
39000.0,0.149967223405838,0.7190389633178711
40000.0,0.14996126294136047,0.7188543677330017
41000.0,0.14996561408042908,0.7190829515457153
42000.0,0.1499442607164383,0.7185066938400269
43000.0,0.14995215833187103,0.7186482548713684
44000.0,0.14986735582351685,0.7181798815727234
45000.0,0.14987966418266296,0.7182157039642334
46000.0,0.14994262158870697,0.7186123132705688
47000.0,0.14993181824684143,0.718501627445221
48000.0,0.14996330440044403,0.7190842032432556
49000.0,0.14995704591274261,0.7186288237571716
