Epoch,kb,kg
0.0,0.4999000132083893,0.4999000132083893
1000.0,0.48905277252197266,0.4825398325920105
2000.0,0.48904111981391907,0.482371985912323
3000.0,0.48897188901901245,0.4821931719779968
4000.0,0.4888554513454437,0.48201435804367065
5000.0,0.48888400197029114,0.4818098247051239
6000.0,0.48896023631095886,0.4816393256187439
7000.0,0.48888200521469116,0.4815516769886017
8000.0,0.4881710112094879,0.48158788681030273
9000.0,0.48657354712486267,0.4816986322402954
10000.0,0.483889639377594,0.4818805456161499
11000.0,0.4793890416622162,0.4821764826774597
12000.0,0.471870094537735,0.4826568365097046
13000.0,0.4594186842441559,0.4834387004375458
14000.0,0.439025342464447,0.4847283661365509
15000.0,0.40641871094703674,0.4868606925010681
16000.0,0.357599675655365,0.4903499186038971
17000.0,0.29415667057037354,0.4959155321121216
18000.0,0.22804972529411316,0.5043638944625854
19000.0,0.1767364889383316,0.5164751410484314
20000.0,0.1515410989522934,0.5331929922103882
21000.0,0.14635559916496277,0.5556568503379822
22000.0,0.14690503478050232,0.5840456485748291
23000.0,0.1478513926267624,0.6164995431900024
24000.0,0.14865116775035858,0.6494073867797852
25000.0,0.14930306375026703,0.6786397695541382
26000.0,0.14965873956680298,0.6999354958534241
27000.0,0.14986854791641235,0.7119172811508179
28000.0,0.14991512894630432,0.7163609266281128
29000.0,0.14993785321712494,0.7174735069274902
30000.0,0.14994406700134277,0.7179417610168457
31000.0,0.14988605678081512,0.7176994681358337
32000.0,0.1499461978673935,0.7182638049125671
33000.0,0.14988183975219727,0.7178080677986145
34000.0,0.14995579421520233,0.7184374332427979
35000.0,0.1498984396457672,0.7182432413101196
36000.0,0.14989785850048065,0.7178629636764526
37000.0,0.14985749125480652,0.7175760269165039
38000.0,0.1499323695898056,0.7181752324104309
39000.0,0.14990508556365967,0.7174657583236694
40000.0,0.14996296167373657,0.7185461521148682
41000.0,0.1499428153038025,0.7184871435165405
42000.0,0.1499752551317215,0.7185522317886353
43000.0,0.14996206760406494,0.7182201147079468
44000.0,0.14996840059757233,0.718192458152771
45000.0,0.14995092153549194,0.718712329864502
46000.0,0.1499626487493515,0.7179585099220276
47000.0,0.14997611939907074,0.7184455990791321
48000.0,0.14998316764831543,0.7186933755874634
49000.0,0.14998218417167664,0.7186387777328491
