Epoch,kb,kg
0.0,0.4999000132083893,0.4999000132083893
1000.0,0.46761563420295715,0.47138261795043945
2000.0,0.4676935076713562,0.4712375998497009
3000.0,0.46777960658073425,0.47112053632736206
4000.0,0.46775445342063904,0.4710697829723358
5000.0,0.4676598310470581,0.47102972865104675
6000.0,0.46739423274993896,0.47097012400627136
7000.0,0.46646103262901306,0.47092077136039734
8000.0,0.4645865857601166,0.4709242582321167
9000.0,0.46145960688591003,0.47102120518684387
10000.0,0.4564070999622345,0.47123703360557556
11000.0,0.4481731653213501,0.47161346673965454
12000.0,0.4347269535064697,0.4722403287887573
13000.0,0.4129244089126587,0.4732837677001953
14000.0,0.37858182191848755,0.475009560585022
15000.0,0.3286498486995697,0.47782301902770996
16000.0,0.2667628526687622,0.4822818636894226
17000.0,0.2063949555158615,0.4890425205230713
18000.0,0.16426649689674377,0.49888041615486145
19000.0,0.14743727445602417,0.5129702687263489
20000.0,0.14533688127994537,0.5327818393707275
21000.0,0.14620475471019745,0.5590693354606628
22000.0,0.14725027978420258,0.5909147262573242
23000.0,0.14821745455265045,0.6255922913551331
24000.0,0.1489904820919037,0.6591374278068542
25000.0,0.14953716099262238,0.6872751712799072
26000.0,0.14989343285560608,0.7064819931983948
27000.0,0.1500011533498764,0.7159330248832703
28000.0,0.15002204477787018,0.7188310623168945
29000.0,0.15009048581123352,0.7195237278938293
30000.0,0.15009520947933197,0.7196522355079651
31000.0,0.15008749067783356,0.7198261022567749
32000.0,0.1500764787197113,0.71956467628479
33000.0,0.15007589757442474,0.7198172211647034
34000.0,0.1500348001718521,0.7197681665420532
35000.0,0.15005439519882202,0.7199229001998901
36000.0,0.1500227153301239,0.7197160720825195
37000.0,0.15006457269191742,0.7197948694229126
38000.0,0.15006105601787567,0.7198013663291931
39000.0,0.1500529646873474,0.7198293805122375
40000.0,0.15006102621555328,0.7197879552841187
41000.0,0.15004786849021912,0.7198488116264343
42000.0,0.15004722774028778,0.7199236750602722
43000.0,0.15004383027553558,0.719960629940033
44000.0,0.15003781020641327,0.7198246717453003
45000.0,0.1500411480665207,0.719806432723999
46000.0,0.1500278264284134,0.7197112441062927
47000.0,0.15003328025341034,0.7198330163955688
48000.0,0.14998318254947662,0.7193941473960876
49000.0,0.1500445157289505,0.7194698452949524
