t,Ip,Ii,ft
0.0,36.000645,43.998135,-10.485165
1.0,38.050495,44.427452,-7.913538
2.0,40.82686,45.875015,-8.33713
3.0,43.110046,47.58628,-9.081886
4.0,44.944874,49.38053,-9.585017
5.0,46.53131,51.180626,-9.945899
6.0,47.974,52.975834,-10.241273
7.0,49.307655,54.758255,-10.5107155
8.0,50.552593,56.549725,-10.766812
9.0,51.71999,58.31534,-11.008541
10.0,52.821835,60.09092,-11.233353
11.0,53.871635,61.87786,-11.443199
12.0,54.878178,63.682625,-11.64316
13.0,55.84953,65.48492,-11.836687
14.0,56.781483,67.30687,-12.023456
15.0,57.698006,69.172806,-12.201842
16.0,58.57486,71.03953,-12.372487
17.0,59.432137,72.938644,-12.537824
18.0,60.27264,74.87976,-12.698402
19.0,61.086735,76.83095,-12.85272
20.0,61.872467,78.766945,-13.000832
21.0,62.643578,80.72785,-13.144815
22.0,63.39403,82.69398,-13.285524
23.0,64.11295,84.631256,-13.42144
24.0,64.810074,86.559616,-13.550756
25.0,65.48405,88.47948,-13.673011
26.0,66.13257,90.37842,-13.788816
27.0,66.748215,92.23233,-13.898878
28.0,67.34036,94.062546,-14.003445
29.0,67.90312,95.869255,-14.10228
30.0,68.438644,97.65786,-14.194885
31.0,68.95206,99.44547,-14.2807255
32.0,69.42204,101.18162,-14.359398
33.0,69.86629,102.90912,-14.430704
34.0,70.27957,104.630005,-14.494646
35.0,70.65349,106.30885,-14.551365
36.0,71.00519,108.00893,-14.601049
37.0,71.315,109.668,-14.643788
38.0,71.597855,111.32479,-14.679466
39.0,71.837234,112.929184,-14.707706
40.0,72.04733,114.540405,-14.7279625
41.0,72.22374,116.119385,-14.739771
42.0,72.35501,117.64986,-14.743143
43.0,72.457886,119.14993,-14.738811
44.0,72.52417,120.626015,-14.727903
45.0,72.54638,122.03918,-14.710786
46.0,72.53724,123.4019,-14.685997
47.0,72.49375,124.7461,-14.651205
48.0,72.405914,126.04373,-14.605976
49.0,72.287796,127.31485,-14.552698
50.0,72.13086,128.52086,-14.493797
51.0,71.936066,129.70074,-14.42896
52.0,71.713524,130.85948,-14.356011
53.0,71.44166,131.92679,-14.274155
54.0,71.14478,132.98495,-14.1850815
55.0,70.80987,133.96765,-14.09049
56.0,70.44038,134.90454,-13.989702
57.0,70.0403,135.79291,-13.880776
58.0,69.60812,136.64673,-13.7632885
59.0,69.139656,137.3985,-13.639051
60.0,68.648865,138.1284,-13.510344
61.0,68.13029,138.76654,-13.3779745
62.0,67.58507,139.35811,-13.241041
63.0,66.996185,139.87099,-13.098198
64.0,66.40123,140.31816,-12.949125
65.0,65.778366,140.75029,-12.794857
66.0,65.13452,141.12137,-12.636994
67.0,64.47651,141.4583,-12.476662
68.0,63.794662,141.72899,-12.31412
69.0,63.10479,141.99632,-12.149118
70.0,62.391388,142.17995,-11.981495
71.0,61.678802,142.35376,-11.811571
72.0,60.956894,142.47765,-11.64012
73.0,60.22764,142.54706,-11.468111
74.0,59.490158,142.52228,-11.296407
75.0,58.750084,142.48654,-11.125585
76.0,58.011032,142.37991,-10.955946
77.0,57.278076,142.26965,-10.787624
78.0,56.545612,142.0277,-10.620753
79.0,55.815247,141.76587,-10.4555645
80.0,55.095512,141.47522,-10.292426
81.0,54.389244,141.12367,-10.131828
82.0,53.68871,140.74646,-9.974306
83.0,52.999016,140.28331,-9.820334
84.0,52.315266,139.78268,-9.670267
85.0,51.656654,139.30853,-9.52429
86.0,51.004383,138.75224,-9.382422
87.0,50.375656,138.21994,-9.24457
88.0,49.756237,137.59836,-9.110645
89.0,49.15579,136.988,-8.980693
90.0,48.57937,136.4193,-8.855003
91.0,48.01329,135.78482,-8.734107
92.0,47.475033,135.18076,-8.618597
93.0,46.955368,134.52951,-8.508818
94.0,46.454014,133.90604,-8.404619
95.0,45.970543,133.26187,-8.3053665
96.0,45.507774,132.60681,-8.210332
97.0,45.064587,131.93512,-8.119221
98.0,44.64315,131.27054,-8.032429
99.0,44.23789,130.5599,-7.9507556
100.0,43.855614,129.86095,-7.8747816
101.0,43.496056,129.15228,-7.8043904
102.0,43.150387,128.3851,-7.7388124
103.0,42.828896,127.63594,-7.677122
104.0,42.52375,126.87288,-7.6187963
105.0,42.2345,126.09418,-7.5639677
106.0,41.96924,125.33441,-7.5132895
107.0,41.720154,124.577194,-7.4675083
108.0,41.487995,123.81915,-7.4270277
109.0,41.27195,123.071976,-7.3915997
110.0,41.072914,122.33931,-7.36038
111.0,40.890266,121.61665,-7.33228
112.0,40.726715,120.90218,-7.3065195
113.0,40.576385,120.243576,-7.2829742
114.0,40.441246,119.53998,-7.2621765
115.0,40.321434,118.86772,-7.244875
116.0,40.217,118.19972,-7.2315626
117.0,40.119846,117.54309,-7.2221527
118.0,40.040157,116.92389,-7.216053
119.0,39.9741,116.30369,-7.212493
120.0,39.919937,115.71774,-7.210932
121.0,39.87918,115.1575,-7.21126
122.0,39.85009,114.635376,-7.2137604
123.0,39.830627,114.11674,-7.218839
124.0,39.820152,113.56915,-7.2267275
125.0,39.82453,113.062904,-7.23732
126.0,39.838093,112.5543,-7.250224
127.0,39.861645,112.02052,-7.264964
128.0,39.892273,111.502335,-7.281221
129.0,39.933434,111.00305,-7.298953
130.0,39.983067,110.499756,-7.318345
131.0,40.040417,109.99747,-7.33963
132.0,40.111034,109.57271,-7.362875
133.0,40.185524,109.13928,-7.387889
134.0,40.267723,108.757935,-7.4143224
135.0,40.35521,108.40616,-7.441926
136.0,40.453636,108.10512,-7.470728
137.0,40.557095,107.83116,-7.500917
138.0,40.666355,107.542046,-7.5324354
139.0,40.783417,107.32333,-7.564876
140.0,40.905674,107.074234,-7.598043
141.0,41.031254,106.83085,-7.6325245
142.0,41.164143,106.61687,-7.6690845
143.0,41.303593,106.34044,-7.7072606
144.0,41.44664,106.108986,-7.7453933
145.0,41.59487,105.816025,-7.78257
146.0,41.746895,105.54924,-7.819852
147.0,41.902225,105.30492,-7.859049
148.0,42.064407,105.06906,-7.9007955
149.0,42.230198,104.85556,-7.9440536
150.0,42.39812,104.66177,-7.987248
151.0,42.569862,104.53154,-8.029575
152.0,42.74493,104.437775,-8.071372
153.0,42.923862,104.34729,-8.113516
154.0,43.104607,104.31796,-8.156684
155.0,43.289806,104.26346,-8.201013
156.0,43.47356,104.23227,-8.246164
157.0,43.660934,104.237144,-8.29163
158.0,43.852627,104.21479,-8.336968
159.0,44.044395,104.22626,-8.38195
160.0,44.23703,104.233246,-8.426577
161.0,44.43294,104.26991,-8.471019
162.0,44.627487,104.29838,-8.515516
163.0,44.824245,104.32329,-8.5602865
164.0,45.024975,104.38321,-8.605446
165.0,45.223152,104.41745,-8.650967
166.0,45.423157,104.53255,-8.696686
167.0,45.6217,104.61864,-8.742344
168.0,45.818398,104.71011,-8.787664
169.0,46.01774,104.83714,-8.832448
170.0,46.219986,104.96246,-8.876664
171.0,46.414246,105.09262,-8.920461
172.0,46.614574,105.21511,-8.964091
173.0,46.808006,105.36263,-9.007756
174.0,47.007317,105.51132,-9.051393
175.0,47.198822,105.696236,-9.094623
176.0,47.393837,105.86354,-9.136893
177.0,47.585365,106.04511,-9.177864
178.0,47.774956,106.24895,-9.217727
179.0,47.96215,106.44327,-9.257156
180.0,48.148335,106.6406,-9.296803
181.0,48.33233,106.85112,-9.336642
182.0,48.513153,107.06235,-9.375929
183.0,48.69116,107.259155,-9.413979
184.0,48.866795,107.48511,-9.450896
185.0,49.04149,107.70839,-9.487383
186.0,49.209557,107.93267,-9.523844
187.0,49.377243,108.18581,-9.559879
188.0,49.542213,108.451485,-9.594668
189.0,49.700813,108.713326,-9.627771
