Epoch,kb,kg
0.0,0.4999000132083893,0.4999000132083893
1000.0,0.4849540889263153,0.48814958333969116
2000.0,0.4848092794418335,0.4881952404975891
3000.0,0.4846075475215912,0.4882756769657135
4000.0,0.4843989312648773,0.4883650839328766
5000.0,0.48421570658683777,0.4884708523750305
6000.0,0.48402896523475647,0.4885900616645813
7000.0,0.48378098011016846,0.48874998092651367
8000.0,0.48338887095451355,0.48900043964385986
9000.0,0.4827437996864319,0.4893954396247864
10000.0,0.48168015480041504,0.49001115560531616
11000.0,0.4799298942089081,0.4909764528274536
12000.0,0.47705012559890747,0.4925099015235901
13000.0,0.4723038673400879,0.49497899413108826
14000.0,0.46446657180786133,0.49895355105400085
15000.0,0.4515388011932373,0.5052791237831116
16000.0,0.4303877353668213,0.515144944190979
17000.0,0.3967379331588745,0.5300233960151672
18000.0,0.3470517694950104,0.5512494444847107
19000.0,0.284065306186676,0.5789877772331238
20000.0,0.22072528302669525,0.6110080480575562
21000.0,0.17415277659893036,0.6432523727416992
22000.0,0.15337617695331573,0.6720948219299316
23000.0,0.14967025816440582,0.6952404379844666
24000.0,0.14976948499679565,0.7104700207710266
25000.0,0.14991548657417297,0.7174011468887329
26000.0,0.14991939067840576,0.7190878391265869
27000.0,0.14997121691703796,0.719431459903717
28000.0,0.14992985129356384,0.7194377779960632
29000.0,0.14999260008335114,0.7197636961936951
30000.0,0.14999251067638397,0.7197383642196655
31000.0,0.14997714757919312,0.7194181084632874
32000.0,0.14999336004257202,0.7197738885879517
33000.0,0.14999334514141083,0.7197238802909851
34000.0,0.14998759329319,0.7195252180099487
35000.0,0.14999426901340485,0.7196987867355347
36000.0,0.1499880999326706,0.7195652723312378
37000.0,0.149986132979393,0.7194187045097351
38000.0,0.14993038773536682,0.7193307876586914
39000.0,0.14999371767044067,0.7197424173355103
40000.0,0.14999151229858398,0.7195397019386292
41000.0,0.14999103546142578,0.7195943593978882
42000.0,0.14999212324619293,0.7195388674736023
43000.0,0.1498727649450302,0.7192758917808533
44000.0,0.14989091455936432,0.7191517353057861
45000.0,0.14999426901340485,0.7197290658950806
46000.0,0.14999079704284668,0.7194518446922302
47000.0,0.14986780285835266,0.719136655330658
48000.0,0.14998970925807953,0.7194264531135559
49000.0,0.14991755783557892,0.7194253206253052
