Epoch,kb,kg
0.0,0.4999000132083893,0.4999000132083893
1000.0,0.5058516263961792,0.49150988459587097
2000.0,0.5057011246681213,0.49063655734062195
3000.0,0.5059135556221008,0.4900166988372803
4000.0,0.5007810592651367,0.4897841811180115
5000.0,0.4776441752910614,0.49003034830093384
6000.0,0.4319666624069214,0.4905523657798767
7000.0,0.3707396984100342,0.49133601784706116
8000.0,0.30203160643577576,0.49263277649879456
9000.0,0.2347176969051361,0.4946228563785553
10000.0,0.18093577027320862,0.4976286292076111
11000.0,0.15219078958034515,0.5022104978561401
12000.0,0.14496858417987823,0.5092795491218567
13000.0,0.14466601610183716,0.520087718963623
14000.0,0.14524981379508972,0.5359955430030823
15000.0,0.14605897665023804,0.5580087900161743
16000.0,0.14702291786670685,0.5860607624053955
17000.0,0.14793574810028076,0.6182613968849182
18000.0,0.14872007071971893,0.6511000990867615
19000.0,0.14932163059711456,0.6802880167961121
20000.0,0.1496753990650177,0.7013999223709106
21000.0,0.1499074548482895,0.7132968902587891
22000.0,0.1499694585800171,0.7173083424568176
23000.0,0.14997823536396027,0.7181360721588135
24000.0,0.1499537080526352,0.7178832292556763
25000.0,0.14998126029968262,0.7185907959938049
26000.0,0.1499142199754715,0.7183058857917786
27000.0,0.14989203214645386,0.7179277539253235
28000.0,0.149985209107399,0.7191017270088196
29000.0,0.14994433522224426,0.717235803604126
30000.0,0.14992955327033997,0.7180799841880798
31000.0,0.14988772571086884,0.7177097797393799
32000.0,0.14998114109039307,0.7189130187034607
33000.0,0.14986181259155273,0.717954158782959
34000.0,0.14986203610897064,0.7171489596366882
35000.0,0.14987485110759735,0.7180296182632446
36000.0,0.14994733035564423,0.7176375389099121
37000.0,0.1499665528535843,0.7182273268699646
38000.0,0.1499454230070114,0.7178918719291687
39000.0,0.1499776840209961,0.7190543413162231
40000.0,0.14997445046901703,0.7187340259552002
41000.0,0.14997020363807678,0.7184667587280273
42000.0,0.14997610449790955,0.7188653349876404
43000.0,0.14994901418685913,0.7182740569114685
44000.0,0.14986826479434967,0.7178049683570862
45000.0,0.1499727964401245,0.7186742424964905
46000.0,0.14998336136341095,0.7189783453941345
47000.0,0.14995548129081726,0.7175931930541992
48000.0,0.14995253086090088,0.7180331945419312
49000.0,0.14998427033424377,0.7193753123283386
