Epoch,E,tp,ti,Rm,a1
0.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
1000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
2000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
3000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
4000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
5000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
6000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
7000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
8000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
9000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
10000.0,0.20000000298023224,6.0,100.0,209.0,6.600000381469727
11000.0,0.14530028402805328,6.628620147705078,79.3319320678711,174.01466369628906,6.501677989959717
12000.0,0.1495530754327774,6.63584041595459,78.59233856201172,173.83900451660156,6.4978251457214355
13000.0,0.16078169643878937,6.5488057136535645,80.45484161376953,179.45213317871094,6.515649795532227
14000.0,0.1774778664112091,6.4021735191345215,83.60423278808594,188.85394287109375,6.5449371337890625
15000.0,0.19246900081634521,6.245978355407715,85.9951171875,198.1688995361328,6.569850444793701
16000.0,0.20125508308410645,6.138218402862549,87.5172348022461,204.10560607910156,6.584906578063965
17000.0,0.20493312180042267,6.081912994384766,88.64453887939453,207.00840759277344,6.591289043426514
18000.0,0.206198588013649,6.053409099578857,89.71806335449219,208.33773803710938,6.594411373138428
19000.0,0.2065761685371399,6.038623809814453,90.68311309814453,208.9421844482422,6.596261501312256
20000.0,0.20631161332130432,6.031335353851318,91.54148864746094,209.20286560058594,6.597275257110596
21000.0,0.20598900318145752,6.026518821716309,92.24870300292969,209.3333282470703,6.597809314727783
22000.0,0.20548710227012634,6.023719787597656,92.87129211425781,209.30323791503906,6.597799301147461
23000.0,0.20496203005313873,6.020716667175293,93.4229965209961,209.30384826660156,6.598290920257568
24000.0,0.2045416533946991,6.017557144165039,94.03549194335938,209.3476104736328,6.5984954833984375
25000.0,0.20417732000350952,6.015317916870117,94.62942504882812,209.30836486816406,6.59847354888916
26000.0,0.20374038815498352,6.013913154602051,95.13111877441406,209.3218536376953,6.598824977874756
27000.0,0.20336444675922394,6.012960433959961,95.6451644897461,209.30235290527344,6.5991740226745605
28000.0,0.20298460125923157,6.012263298034668,96.10223388671875,209.27072143554688,6.59950590133667
29000.0,0.2025783658027649,6.011699676513672,96.51676177978516,209.23687744140625,6.599610805511475
30000.0,0.2024328112602234,6.01165771484375,96.88978576660156,209.18572998046875,6.599479675292969
31000.0,0.20204612612724304,6.011100769042969,97.11927795410156,209.1849365234375,6.599699974060059
32000.0,0.20194408297538757,6.010653972625732,97.43370056152344,209.16920471191406,6.600016117095947
33000.0,0.20146071910858154,6.011051177978516,97.58062744140625,209.06980895996094,6.599878787994385
34000.0,0.20151866972446442,6.011053085327148,97.88509368896484,209.05502319335938,6.600068092346191
35000.0,0.20136284828186035,6.010920524597168,98.11735534667969,209.0462188720703,6.599951267242432
36000.0,0.20117880403995514,6.010411262512207,98.30073547363281,209.00489807128906,6.600025653839111
37000.0,0.20104950666427612,6.01095724105835,98.49684143066406,208.9945831298828,6.600418567657471
38000.0,0.2008572518825531,6.011011123657227,98.6228256225586,208.933349609375,6.600218772888184
39000.0,0.20065438747406006,6.011553764343262,98.7393798828125,208.90328979492188,6.6002326011657715
40000.0,0.2005956768989563,6.010923385620117,98.8812026977539,208.8876953125,6.6003289222717285
